Frame,Pixel Count
KNN,5267
CNT,17029
GMG,3521
MOG,1113
MOG2,3946
KNN,5193
CNT,17016
GMG,3528
MOG,1088
MOG2,3951
KNN,5186
CNT,16968
GMG,3621
MOG,1116
MOG2,4089
KNN,5335
CNT,17099
GMG,3619
MOG,1108
MOG2,4081
KNN,5318
CNT,17119
GMG,3585
MOG,1110
MOG2,4098
KNN,5311
CNT,17125
GMG,3569
MOG,1107
MOG2,4056
KNN,5310
CNT,17117
GMG,3559
MOG,1082
MOG2,4126
KNN,5360
CNT,17323
GMG,3561
MOG,1093
MOG2,4095
KNN,5349
CNT,17360
GMG,3562
MOG,1071
MOG2,4115
KNN,5337
CNT,17430
GMG,3645
MOG,1144
MOG2,4219
KNN,5405
CNT,17439
GMG,3678
MOG,1100
MOG2,4258
KNN,5371
CNT,17595
GMG,3682
MOG,1143
MOG2,4461
KNN,5428
CNT,17682
GMG,3637
MOG,1077
MOG2,4433
KNN,5378
CNT,17657
GMG,3669
MOG,1126
MOG2,4423
KNN,5342
CNT,17680
GMG,3550
MOG,1119
MOG2,4434
KNN,5335
CNT,17768
GMG,3543
MOG,1140
MOG2,4408
KNN,5295
CNT,17751
GMG,3480
MOG,1089
MOG2,4371
KNN,5245
CNT,17744
GMG,3415
MOG,1114
MOG2,4296
KNN,5231
CNT,17693
GMG,3422
MOG,1083
MOG2,4228
KNN,5223
CNT,17664
GMG,3410
MOG,1082
MOG2,4250
KNN,5199
CNT,17661
GMG,3353
MOG,1059
MOG2,4180
KNN,5126
CNT,17601
GMG,3386
MOG,1032
MOG2,4190
KNN,5121
CNT,17621
GMG,3358
MOG,1009
MOG2,4179
KNN,5097
CNT,17704
GMG,3277
MOG,1008
MOG2,4156
KNN,5124
CNT,17664
GMG,3229
MOG,970
MOG2,4127
KNN,5076
CNT,17652
GMG,3197
MOG,990
MOG2,4120
KNN,5052
CNT,17668
GMG,4616
MOG,969
MOG2,5230
KNN,5801
CNT,18274
GMG,3846
MOG,989
MOG2,5145
KNN,5726
CNT,18262
GMG,3495
MOG,1015
MOG2,5105
KNN,5730
CNT,18340
GMG,3235
MOG,1010
MOG2,5178
KNN,5769
CNT,18391
GMG,3201
MOG,1008
MOG2,5219
KNN,5775
CNT,18290
GMG,3143
MOG,1019
MOG2,5380
KNN,5921
CNT,18346
GMG,3144
MOG,987
MOG2,5563
KNN,6128
CNT,18362
GMG,3244
MOG,1006
MOG2,5783
KNN,6342
CNT,18492
GMG,3123
MOG,1008
MOG2,5847
KNN,6377
CNT,18514
GMG,3101
MOG,1119
MOG2,6098
KNN,6669
CNT,18648
GMG,3046
MOG,1136
MOG2,6147
KNN,6721
CNT,18554
GMG,3026
MOG,1230
MOG2,6404
KNN,6935
CNT,18755
GMG,3002
MOG,1237
MOG2,6432
KNN,6997
CNT,18677
GMG,2974
MOG,1307
MOG2,6548
KNN,7078
CNT,18732
GMG,2978
MOG,1391
MOG2,6680
KNN,7267
CNT,18738
GMG,3492
MOG,1529
MOG2,7096
KNN,7662
CNT,19034
GMG,3718
MOG,1617
MOG2,7242
KNN,7796
CNT,19006
GMG,3698
MOG,1661
MOG2,7391
KNN,7943
CNT,19081
GMG,3733
MOG,1815
MOG2,7531
KNN,8113
CNT,19105
GMG,3931
MOG,1911
MOG2,7837
KNN,8348
CNT,19398
GMG,4106
MOG,2058
MOG2,7914
KNN,8528
CNT,19536
GMG,4292
MOG,2254
MOG2,8239
KNN,8831
CNT,19707
GMG,4541
MOG,2407
MOG2,8368
KNN,8957
CNT,19751
GMG,4591
MOG,2478
MOG2,8611
KNN,9218
CNT,19947
GMG,4501
MOG,2709
MOG2,8750
KNN,9373
CNT,20100
GMG,4784
MOG,2776
MOG2,8910
KNN,9499
CNT,20192
GMG,4346
MOG,2859
MOG2,8941
KNN,9528
CNT,20236
GMG,4514
MOG,2927
MOG2,9062
KNN,9639
CNT,20295
GMG,4400
MOG,2992
MOG2,9066
KNN,9709
CNT,20296
GMG,4179
MOG,3069
MOG2,9162
KNN,9719
CNT,20462
GMG,4391
MOG,3063
MOG2,9204
KNN,9792
CNT,20563
GMG,4444
MOG,3169
MOG2,9291
KNN,9957
CNT,20715
GMG,4046
MOG,3203
MOG2,9216
KNN,9966
CNT,20683
GMG,3968
MOG,3194
MOG2,9209
KNN,9939
CNT,20805
GMG,4147
MOG,3226
MOG2,9162
KNN,9942
CNT,20937
GMG,4078
MOG,3224
MOG2,9119
KNN,9946
CNT,20887
GMG,4193
MOG,3154
MOG2,9073
KNN,9861
CNT,21063
GMG,4140
MOG,3165
MOG2,9006
KNN,9857
CNT,21102
GMG,4318
MOG,3080
MOG2,8946
KNN,9831
CNT,21217
GMG,4347
MOG,3037
MOG2,8823
KNN,9822
CNT,21208
GMG,4419
MOG,2960
MOG2,8851
KNN,9847
CNT,21426
GMG,4556
MOG,2956
MOG2,8833
KNN,9751
CNT,21464
GMG,4740
MOG,2811
MOG2,8770
KNN,9719
CNT,21520
GMG,4745
MOG,2784
MOG2,8668
KNN,9634
CNT,21423
GMG,4791
MOG,2712
MOG2,8667
KNN,9591
CNT,21573
GMG,4926
MOG,2634
MOG2,8613
KNN,9593
CNT,21746
GMG,5041
MOG,2566
MOG2,8480
KNN,9549
CNT,21712
GMG,5048
MOG,2510
MOG2,8471
KNN,9604
CNT,21742
GMG,4861
MOG,2514
MOG2,8431
KNN,9582
CNT,21688
GMG,4884
MOG,2446
MOG2,8493
KNN,9587
CNT,21983
GMG,5043
MOG,2380
MOG2,8453
KNN,9589
CNT,21995
GMG,5174
MOG,2374
MOG2,8494
KNN,9577
CNT,22118
GMG,5379
MOG,2462
MOG2,8546
KNN,9658
CNT,22112
GMG,5395
MOG,2436
MOG2,8730
KNN,9846
CNT,22451
GMG,5457
MOG,2437
MOG2,8578
KNN,9924
CNT,22443
GMG,5511
MOG,2498
MOG2,8627
KNN,10036
CNT,22523
GMG,5482
MOG,2479
MOG2,8555
KNN,10005
CNT,22476
GMG,5614
MOG,2530
MOG2,8795
KNN,10179
CNT,22777
GMG,5703
MOG,2505
MOG2,8780
KNN,10168
CNT,22739
GMG,5835
MOG,2570
MOG2,9034
KNN,10412
CNT,22938
GMG,6051
MOG,2696
MOG2,9252
KNN,10599
CNT,22953
GMG,6231
MOG,2750
MOG2,9420
KNN,10741
CNT,23139
GMG,6049
MOG,2777
MOG2,9419
KNN,10739
CNT,23115
GMG,6094
MOG,2798
MOG2,9542
KNN,10851
CNT,23221
GMG,6285
MOG,2866
MOG2,9563
KNN,10905
CNT,23274
GMG,6214
MOG,2864
MOG2,9511
KNN,10827
CNT,23251
GMG,6411
MOG,2901
MOG2,9895
KNN,11227
CNT,23682
GMG,6652
MOG,2944
MOG2,10103
KNN,11361
CNT,23776
GMG,6574
MOG,2880
MOG2,10373
KNN,11661
CNT,24165
GMG,6416
MOG,2902
MOG2,10385
KNN,11767
CNT,24274
GMG,6410
MOG,2903
MOG2,10529
KNN,11954
CNT,24462
GMG,6223
MOG,2896
MOG2,10558
KNN,11939
CNT,24405
GMG,6304
MOG,2852
MOG2,10926
KNN,12226
CNT,24800
GMG,6354
MOG,2903
MOG2,10875
KNN,12212
CNT,24747
GMG,6318
MOG,2876
MOG2,11059
KNN,12379
CNT,24898
GMG,6532
MOG,3038
MOG2,11518
KNN,12803
CNT,25105
GMG,6605
MOG,3032
MOG2,11792
KNN,12958
CNT,25428
GMG,6376
MOG,3047
MOG2,11785
KNN,12981
CNT,25444
GMG,6372
MOG,3152
MOG2,11958
KNN,13135
CNT,25653
GMG,6345
MOG,3234
MOG2,11910
KNN,13119
CNT,25687
GMG,6372
MOG,3310
MOG2,12241
KNN,13419
CNT,26133
GMG,6336
MOG,3309
MOG2,12309
KNN,13435
CNT,26183
GMG,6527
MOG,3350
MOG2,12479
KNN,13655
CNT,26276
GMG,6497
MOG,3353
MOG2,12295
KNN,13592
CNT,26126
GMG,6584
MOG,3348
MOG2,12506
KNN,13846
CNT,26265
GMG,6482
MOG,3347
MOG2,12345
KNN,13768
CNT,26122
GMG,6662
MOG,3354
MOG2,12775
KNN,14071
CNT,26398
GMG,6740
MOG,3380
MOG2,12797
KNN,14248
CNT,26377
GMG,6711
MOG,3373
MOG2,12858
KNN,14325
CNT,26288
GMG,6526
MOG,3429
MOG2,12735
KNN,14309
CNT,26371
GMG,12391
MOG,3637
MOG2,15352
KNN,15975
CNT,27631
GMG,10059
MOG,3576
MOG2,15422
KNN,16004
CNT,27630
GMG,8450
MOG,3563
MOG2,15341
KNN,15995
CNT,27687
GMG,6361
MOG,3546
MOG2,15654
KNN,16230
CNT,27910
GMG,6332
MOG,3567
MOG2,15668
KNN,16320
CNT,27977
GMG,6307
MOG,3558
MOG2,15708
KNN,16399
CNT,28111
GMG,6156
MOG,3581
MOG2,15565
KNN,16369
CNT,28034
GMG,6345
MOG,3487
MOG2,15886
KNN,16639
CNT,28367
GMG,6066
MOG,3516
MOG2,15780
KNN,16651
CNT,28404
GMG,6120
MOG,3528
MOG2,15948
KNN,16830
CNT,28635
GMG,6041
MOG,3562
MOG2,15727
KNN,16796
CNT,28585
GMG,6368
MOG,3563
MOG2,16137
KNN,17118
CNT,28889
GMG,6365
MOG,3577
MOG2,16153
KNN,17185
CNT,29039
GMG,6538
MOG,3564
MOG2,16299
KNN,17352
CNT,29271
GMG,6179
MOG,3658
MOG2,16103
KNN,17336
CNT,29264
GMG,6306
MOG,3566
MOG2,16676
KNN,17772
CNT,29845
GMG,6203
MOG,3563
MOG2,16544
KNN,17811
CNT,29796
GMG,6203
MOG,3484
MOG2,16698
KNN,18001
CNT,29944
GMG,6032
MOG,3477
MOG2,16524
KNN,17908
CNT,29894
GMG,6043
MOG,3483
MOG2,17006
KNN,18334
CNT,30417
GMG,5934
MOG,3511
MOG2,17056
KNN,18477
CNT,30515
GMG,5997
MOG,3447
MOG2,17177
KNN,18714
CNT,30606
GMG,5853
MOG,3444
MOG2,16871
KNN,18600
CNT,30493
GMG,5950
MOG,3470
MOG2,17366
KNN,19024
CNT,30933
GMG,5867
MOG,3459
MOG2,17298
KNN,19058
CNT,30951
GMG,5985
MOG,3469
MOG2,17377
KNN,19139
CNT,31123
GMG,5929
MOG,3445
MOG2,17156
KNN,19069
CNT,31048
GMG,6002
MOG,3359
MOG2,17809
KNN,19537
CNT,31625
GMG,6005
MOG,3347
MOG2,17591
KNN,19530
CNT,31665
GMG,6108
MOG,3332
MOG2,17737
KNN,19740
CNT,31864
GMG,6071
MOG,3321
MOG2,17778
KNN,19787
CNT,31803
GMG,6055
MOG,3327
MOG2,18135
KNN,20176
CNT,32299
GMG,5991
MOG,3303
MOG2,17877
KNN,20108
CNT,32283
GMG,6039
MOG,3254
MOG2,17795
KNN,20221
CNT,32246
GMG,5892
MOG,3180
MOG2,17480
KNN,20126
CNT,32227
GMG,5960
MOG,3134
MOG2,17510
KNN,20301
CNT,32479
GMG,6134
MOG,3221
MOG2,17641
KNN,20611
CNT,32774
GMG,6087
MOG,3127
MOG2,17395
KNN,20549
CNT,32654
GMG,6117
MOG,3083
MOG2,17576
KNN,20908
CNT,33008
GMG,6100
MOG,3048
MOG2,17324
KNN,20903
CNT,33076
GMG,6142
MOG,2969
MOG2,17247
KNN,20982
CNT,33225
GMG,6070
MOG,2981
MOG2,17013
KNN,20933
CNT,33183
GMG,6195
MOG,2968
MOG2,17334
KNN,21409
CNT,33751
GMG,6129
MOG,2946
MOG2,17064
KNN,21326
CNT,33769
GMG,6084
MOG,2951
MOG2,17132
KNN,21551
CNT,34062
GMG,6039
MOG,2943
MOG2,17151
KNN,21647
CNT,34121
GMG,6025
MOG,2892
MOG2,17028
KNN,21649
CNT,34307
GMG,5963
MOG,2846
MOG2,16668
KNN,21507
CNT,34138
GMG,5851
MOG,2918
MOG2,16530
KNN,21686
CNT,34285
GMG,5866
MOG,2864
MOG2,16407
KNN,21742
CNT,34387
GMG,5775
MOG,2825
MOG2,16141
KNN,21641
CNT,34343
GMG,5920
MOG,2813
MOG2,16296
KNN,21889
CNT,34665
GMG,5832
MOG,2803
MOG2,16360
KNN,22029
CNT,35002
GMG,5962
MOG,2774
MOG2,16310
KNN,22061
CNT,35100
GMG,5705
MOG,2824
MOG2,15741
KNN,22004
CNT,35171
GMG,5869
MOG,2745
MOG2,15637
KNN,22257
CNT,35655
GMG,5827
MOG,2740
MOG2,15332
KNN,22251
CNT,35721
GMG,5871
MOG,2703
MOG2,15266
KNN,22373
CNT,35859
GMG,5678
MOG,2749
MOG2,15057
KNN,22185
CNT,35898
GMG,5871
MOG,2754
MOG2,15508
KNN,22732
CNT,36462
GMG,5742
MOG,2751
MOG2,15672
KNN,22980
CNT,36646
GMG,5725
MOG,2780
MOG2,15555
KNN,22902
CNT,36749
GMG,5690
MOG,2757
MOG2,15313
KNN,22796
CNT,36744
GMG,5773
MOG,2751
MOG2,15502
KNN,23058
CNT,37064
GMG,5687
MOG,2708
MOG2,15342
KNN,23003
CNT,37052
GMG,5506
MOG,2740
MOG2,15258
KNN,22997
CNT,37120
GMG,5401
MOG,2697
MOG2,14920
KNN,22766
CNT,37064
GMG,5402
MOG,2693
MOG2,15292
KNN,23183
CNT,37414
GMG,5381
MOG,2609
MOG2,15134
KNN,23075
CNT,37447
GMG,5430
MOG,2665
MOG2,15164
KNN,23293
CNT,37697
GMG,5422
MOG,2680
MOG2,14865
KNN,23149
CNT,37572
GMG,5419
MOG,2693
MOG2,15210
KNN,23479
CNT,37911
GMG,5561
MOG,2647
MOG2,15005
KNN,23462
CNT,37915
GMG,5506
MOG,2589
MOG2,14927
KNN,23509
CNT,38032
GMG,5469
MOG,2707
MOG2,14705
KNN,23470
CNT,38064
GMG,5643
MOG,2690
MOG2,15242
KNN,24097
CNT,38526
GMG,5580
MOG,2696
MOG2,15108
KNN,24042
CNT,38503
GMG,5547
MOG,2691
MOG2,14962
KNN,24024
CNT,38523
GMG,5542
MOG,2643
MOG2,14681
KNN,23810
CNT,38531
GMG,5560
MOG,2599
MOG2,14775
KNN,23888
CNT,38821
GMG,5609
MOG,2572
MOG2,14607
KNN,23757
CNT,38818
GMG,5535
MOG,2573
MOG2,14536
KNN,23810
CNT,38917
GMG,5621
MOG,2577
MOG2,14205
KNN,23611
CNT,38788
GMG,5577
MOG,2541
MOG2,14425
KNN,23859
CNT,39126
GMG,5564
MOG,2543
MOG2,14224
KNN,23723
CNT,39105
GMG,5564
MOG,2524
MOG2,14088
KNN,23676
CNT,39142
GMG,5586
MOG,2519
MOG2,13644
KNN,23408
CNT,39000
GMG,5684
MOG,2547
MOG2,13689
KNN,23428
CNT,39119
GMG,5723
MOG,2555
MOG2,13608
KNN,23432
CNT,39143
GMG,5676
MOG,2525
MOG2,13320
KNN,23216
CNT,39079
GMG,11116
MOG,2511
MOG2,16333
KNN,25734
CNT,40038
GMG,9186
MOG,2497
MOG2,16180
KNN,25645
CNT,40151
GMG,7852
MOG,2399
MOG2,15868
KNN,25365
CNT,40072
GMG,5969
MOG,2321
MOG2,15785
KNN,25302
CNT,40051
GMG,5988
MOG,2279
MOG2,15587
KNN,25095
CNT,40018
GMG,5953
MOG,2291
MOG2,15480
KNN,25013
CNT,40079
GMG,5879
MOG,2293
MOG2,15122
KNN,24733
CNT,39965
GMG,5941
MOG,2302
MOG2,15158
KNN,24709
CNT,40198
GMG,5890
MOG,2210
MOG2,14946
KNN,24434
CNT,40214
GMG,5845
MOG,2196
MOG2,14848
KNN,24409
CNT,40144
GMG,5828
MOG,2154
MOG2,14604
KNN,24173
CNT,40059
GMG,5846
MOG,2131
MOG2,14871
KNN,24314
CNT,40286
GMG,5849
MOG,2094
MOG2,14757
KNN,24260
CNT,40285
GMG,5725
MOG,2136
MOG2,14763
KNN,24267
CNT,40403
GMG,5590
MOG,2121
MOG2,14593
KNN,24036
CNT,40327
GMG,5684
MOG,2095
MOG2,14949
KNN,24381
CNT,40579
GMG,5620
MOG,2075
MOG2,14826
KNN,24289
CNT,40587
GMG,5504
MOG,2080
MOG2,14731
KNN,24040
CNT,40550
GMG,5358
MOG,2055
MOG2,14484
KNN,23781
CNT,40445
GMG,5369
MOG,2056
MOG2,14437
KNN,23634
CNT,40527
GMG,5457
MOG,2007
MOG2,14462
KNN,23626
CNT,40653
GMG,5251
MOG,2019
MOG2,14262
KNN,23458
CNT,40527
GMG,5334
MOG,1987
MOG2,14220
KNN,23384
CNT,40598
GMG,5315
MOG,2004
MOG2,14073
KNN,23198
CNT,40654
GMG,5225
MOG,1907
MOG2,13918
KNN,23030
CNT,40516
GMG,5413
MOG,1843
MOG2,14123
KNN,23155
CNT,40696
GMG,5395
MOG,1845
MOG2,13899
KNN,22995
CNT,40740
GMG,5365
MOG,1855
MOG2,13927
KNN,23007
CNT,40819
GMG,5291
MOG,1881
MOG2,13632
KNN,22787
CNT,40714
GMG,5261
MOG,1843
MOG2,13659
KNN,22830
CNT,40897
GMG,5374
MOG,1844
MOG2,13845
KNN,23036
CNT,40925
GMG,5309
MOG,1830
MOG2,13664
KNN,22871
CNT,40877
GMG,5392
MOG,1891
MOG2,13490
KNN,22628
CNT,40924
GMG,5243
MOG,1854
MOG2,13547
KNN,22568
CNT,41021
GMG,5255
MOG,1899
MOG2,13398
KNN,22471
CNT,41033
GMG,5161
MOG,1900
MOG2,13147
KNN,22254
CNT,41027
GMG,5413
MOG,1921
MOG2,13398
KNN,22483
CNT,41281
GMG,5527
MOG,1882
MOG2,13337
KNN,22396
CNT,41230
GMG,5575
MOG,1893
MOG2,13466
KNN,22503
CNT,41475
GMG,5474
MOG,1927
MOG2,13270
KNN,22373
CNT,41429
GMG,5412
MOG,1908
MOG2,13188
KNN,22278
CNT,41555
GMG,5422
MOG,1945
MOG2,13046
KNN,22108
CNT,41512
GMG,5461
MOG,1887
MOG2,13270
KNN,22242
CNT,41674
GMG,5577
MOG,1878
MOG2,13044
KNN,22087
CNT,41614
GMG,5629
MOG,1952
MOG2,13077
KNN,22059
CNT,41698
GMG,5674
MOG,1947
MOG2,13285
KNN,22134
CNT,41722
GMG,5721
MOG,1859
MOG2,13187
KNN,21935
CNT,41758
GMG,5598
MOG,1871
MOG2,12985
KNN,21681
CNT,41657
GMG,5554
MOG,1867
MOG2,12880
KNN,21492
CNT,41704
GMG,5578
MOG,1915
MOG2,12714
KNN,21240
CNT,41585
GMG,5621
MOG,1858
MOG2,12585
KNN,21135
CNT,41723
GMG,5625
MOG,1847
MOG2,12439
KNN,20893
CNT,41606
GMG,5628
MOG,1814
MOG2,12363
KNN,20802
CNT,41603
GMG,5662
MOG,1794
MOG2,12149
KNN,20519
CNT,41529
GMG,5709
MOG,1828
MOG2,11906
KNN,20542
CNT,41716
GMG,5673
MOG,1790
MOG2,11417
KNN,20379
CNT,41877
GMG,5609
MOG,1738
MOG2,11036
KNN,20154
CNT,41788
GMG,5580
MOG,1721
MOG2,10974
KNN,20078
CNT,41841
GMG,5625
MOG,1747
MOG2,10816
KNN,19857
CNT,41815
GMG,5620
MOG,1806
MOG2,11165
KNN,19962
CNT,42083
GMG,5726
MOG,1783
MOG2,11446
KNN,20082
CNT,42063
GMG,5700
MOG,1759
MOG2,11417
KNN,19944
CNT,42074
GMG,5646
MOG,1757
MOG2,11326
KNN,19719
CNT,42000
GMG,5525
MOG,1777
MOG2,11238
KNN,19601
CNT,42041
GMG,5771
MOG,1801
MOG2,11264
KNN,19639
CNT,42194
GMG,5768
MOG,1812
MOG2,11184
KNN,19405
CNT,42109
GMG,5794
MOG,1852
MOG2,11368
KNN,19459
CNT,42262
GMG,5852
MOG,1848
MOG2,11230
KNN,19374
CNT,42256
GMG,5890
MOG,1885
MOG2,11275
KNN,19286
CNT,42328
GMG,5890
MOG,1898
MOG2,11170
KNN,19121
CNT,42306
GMG,5802
MOG,1938
MOG2,11115
KNN,19101
CNT,42324
GMG,5766
MOG,1911
MOG2,10937
KNN,18903
CNT,42211
GMG,5843
MOG,1936
MOG2,11007
KNN,18970
CNT,42324
GMG,5790
MOG,1915
MOG2,10819
KNN,18729
CNT,42174
GMG,5834
MOG,1907
MOG2,10920
KNN,18703
CNT,42271
GMG,5904
MOG,1862
MOG2,11218
KNN,18842
CNT,42290
GMG,5916
MOG,1789
MOG2,11118
KNN,18725
CNT,42266
GMG,5893
MOG,1796
MOG2,10945
KNN,18480
CNT,42185
GMG,5809
MOG,1796
MOG2,10982
KNN,18536
CNT,42312
GMG,5815
MOG,1755
MOG2,10972
KNN,18444
CNT,42314
GMG,5811
MOG,1771
MOG2,10900
KNN,18275
CNT,42267
GMG,5916
MOG,1682
MOG2,11019
KNN,18321
CNT,42306
GMG,5856
MOG,1660
MOG2,10914
KNN,18157
CNT,42351
GMG,5819
MOG,1653
MOG2,10945
KNN,18207
CNT,42337
GMG,5850
MOG,1650
MOG2,10851
KNN,18099
CNT,42320
GMG,5990
MOG,1678
MOG2,10949
KNN,18112
CNT,42429
GMG,5967
MOG,1695
MOG2,10863
KNN,17980
CNT,42359
GMG,5970
MOG,1694
MOG2,10928
KNN,17927
CNT,42374
GMG,5964
MOG,1753
MOG2,10738
KNN,17786
CNT,42277
GMG,6093
MOG,1734
MOG2,10563
KNN,17673
CNT,42144
GMG,12293
MOG,1886
MOG2,13706
KNN,19424
CNT,42986
GMG,10198
MOG,1884
MOG2,13667
KNN,19321
CNT,43071
GMG,8455
MOG,1829
MOG2,13532
KNN,19110
CNT,43010
GMG,5890
MOG,1800
MOG2,13368
KNN,18982
CNT,43107
GMG,5804
MOG,1830
MOG2,13263
KNN,18807
CNT,43124
GMG,5709
MOG,1826
MOG2,13181
KNN,18684
CNT,43103
GMG,5635
MOG,1819
MOG2,13140
KNN,18618
CNT,43107
GMG,5606
MOG,1818
MOG2,13118
KNN,18582
CNT,43087
GMG,5705
MOG,1794
MOG2,13068
KNN,18475
CNT,43131
GMG,5580
MOG,1798
MOG2,12910
KNN,18358
CNT,43080
GMG,5536
MOG,1818
MOG2,12808
KNN,18269
CNT,43035
GMG,5402
MOG,1826
MOG2,12846
KNN,18158
CNT,43102
GMG,5431
MOG,1768
MOG2,12812
KNN,18078
CNT,43184
GMG,5398
MOG,1769
MOG2,12781
KNN,18018
CNT,43198
GMG,5597
MOG,1730
MOG2,12792
KNN,17983
CNT,43186
GMG,5559
MOG,1704
MOG2,12958
KNN,18006
CNT,42998
GMG,5467
MOG,1671
MOG2,12943
KNN,17989
CNT,43009
GMG,5443
MOG,1728
MOG2,12955
KNN,17889
CNT,43028
GMG,5494
MOG,1689
MOG2,12718
KNN,17655
CNT,42914
GMG,5390
MOG,1686
MOG2,12714
KNN,17592
CNT,42951
GMG,5370
MOG,1659
MOG2,12666
KNN,17612
CNT,43001
GMG,5411
MOG,1703
MOG2,12613
KNN,17525
CNT,42987
GMG,5406
MOG,1617
MOG2,12489
KNN,17485
CNT,43010
GMG,5365
MOG,1623
MOG2,12358
KNN,17367
CNT,42980
GMG,5317
MOG,1571
MOG2,12250
KNN,17274
CNT,43002
GMG,5384
MOG,1597
MOG2,12018
KNN,17141
CNT,42845
GMG,5301
MOG,1580
MOG2,12152
KNN,17223
CNT,43104
GMG,5460
MOG,1552
MOG2,12023
KNN,17156
CNT,43111
GMG,5464
MOG,1527
MOG2,11836
KNN,17072
CNT,43093
GMG,5426
MOG,1528
MOG2,11571
KNN,16945
CNT,43033
GMG,5405
MOG,1510
MOG2,11640
KNN,17027
CNT,42978
GMG,5433
MOG,1502
MOG2,11564
KNN,16872
CNT,42986
GMG,5343
MOG,1470
MOG2,11326
KNN,16705
CNT,42954
GMG,5308
MOG,1434
MOG2,11231
KNN,16550
CNT,42996
GMG,5286
MOG,1455
MOG2,11024
KNN,16395
CNT,43022
GMG,5299
MOG,1436
MOG2,10864
KNN,16286
CNT,42967
GMG,5341
MOG,1466
MOG2,10782
KNN,16239
CNT,43011
GMG,5315
MOG,1455
MOG2,10609
KNN,16019
CNT,42847
GMG,5313
MOG,1420
MOG2,10496
KNN,15964
CNT,42891
GMG,5245
MOG,1390
MOG2,10315
KNN,15843
CNT,42832
GMG,5225
MOG,1394
MOG2,10297
KNN,15750
CNT,42978
GMG,5329
MOG,1398
MOG2,10083
KNN,15629
CNT,42935
GMG,5323
MOG,1416
MOG2,9977
KNN,15542
CNT,42975
GMG,5225
MOG,1374
MOG2,9768
KNN,15373
CNT,42863
GMG,5233
MOG,1370
MOG2,9893
KNN,15398
CNT,43089
GMG,5264
MOG,1381
MOG2,9926
KNN,15488
CNT,42998
GMG,5228
MOG,1324
MOG2,9837
KNN,15461
CNT,43042
GMG,5333
MOG,1353
MOG2,9752
KNN,15312
CNT,42958
GMG,5184
MOG,1363
MOG2,9731
KNN,15272
CNT,43027
GMG,5224
MOG,1348
MOG2,9654
KNN,15161
CNT,43095
GMG,5293
MOG,1388
MOG2,9519
KNN,15044
CNT,43063
GMG,5334
MOG,1386
MOG2,9562
KNN,15036
CNT,43265
GMG,5323
MOG,1423
MOG2,9441
KNN,14931
CNT,43245
GMG,5247
MOG,1384
MOG2,9348
KNN,14796
CNT,43231
GMG,5293
MOG,1361
MOG2,8800
KNN,14673
CNT,43205
GMG,5242
MOG,1368
MOG2,8392
KNN,14573
CNT,43127
GMG,5203
MOG,1382
MOG2,8229
KNN,14452
CNT,43169
GMG,5301
MOG,1415
MOG2,8212
KNN,14352
CNT,43044
GMG,5228
MOG,1435
MOG2,8177
KNN,14287
CNT,43261
GMG,5228
MOG,1427
MOG2,8092
KNN,14135
CNT,43186
GMG,5236
MOG,1424
MOG2,8358
KNN,14282
CNT,43251
GMG,5242
MOG,1473
MOG2,8568
KNN,14412
CNT,43316
GMG,5154
MOG,1393
MOG2,8377
KNN,14075
CNT,43254
GMG,5077
MOG,1448
MOG2,8287
KNN,13819
CNT,43127
GMG,4968
MOG,1436
MOG2,8220
KNN,13690
CNT,43169
GMG,4962
MOG,1406
MOG2,8133
KNN,13506
CNT,43041
GMG,4970
MOG,1426
MOG2,8143
KNN,13382
CNT,43099
GMG,4842
MOG,1386
MOG2,8144
KNN,13354
CNT,43122
GMG,4794
MOG,1361
MOG2,8171
KNN,13278
CNT,43280
GMG,4684
MOG,1373
MOG2,8172
KNN,13122
CNT,43272
GMG,4679
MOG,1342
MOG2,8090
KNN,13011
CNT,43262
GMG,4684
MOG,1289
MOG2,8151
KNN,12947
CNT,43298
GMG,4738
MOG,1277
MOG2,8065
KNN,12732
CNT,43201
GMG,4748
MOG,1222
MOG2,8249
KNN,12704
CNT,43384
GMG,4591
MOG,1189
MOG2,8255
KNN,12573
CNT,43383
GMG,4529
MOG,1203
MOG2,8590
KNN,12721
CNT,43318
GMG,4485
MOG,1210
MOG2,8517
KNN,12570
CNT,43282
GMG,4416
MOG,1211
MOG2,8516
KNN,12441
CNT,43389
GMG,4274
MOG,1214
MOG2,8448
KNN,12338
CNT,43362
GMG,4202
MOG,1242
MOG2,8413
KNN,12182
CNT,43451
GMG,4144
MOG,1269
MOG2,8328
KNN,11988
CNT,43358
GMG,4151
MOG,1251
MOG2,8363
KNN,12019
CNT,43342
GMG,4101
MOG,1229
MOG2,8244
KNN,11906
CNT,43259
GMG,4034
MOG,1259
MOG2,8266
KNN,11896
CNT,43221
GMG,4042
MOG,1259
MOG2,8179
KNN,11797
CNT,43159
GMG,4119
MOG,1266
MOG2,8140
KNN,11835
CNT,43142
GMG,4058
MOG,1261
MOG2,8087
KNN,11783
CNT,43264
GMG,4008
MOG,1277
MOG2,8029
KNN,11656
CNT,43098
GMG,3956
MOG,1246
MOG2,8014
KNN,11589
CNT,43106
GMG,3925
MOG,1246
MOG2,7859
KNN,11460
CNT,43031
GMG,9874
MOG,1296
MOG2,10138
KNN,13251
CNT,43402
GMG,7868
MOG,1310
MOG2,10096
KNN,13161
CNT,43435
GMG,6415
